1.372000000000000000e+03,1.581000000000000000e+03
1.413000000000000000e+03,1.649000000000000000e+03
1.366000000000000000e+03,1.589000000000000000e+03
1.423000000000000000e+03,1.631000000000000000e+03
1.340000000000000000e+03,1.540000000000000000e+03
1.417000000000000000e+03,1.649000000000000000e+03
1.435000000000000000e+03,1.670000000000000000e+03
1.334000000000000000e+03,1.560000000000000000e+03
1.326000000000000000e+03,1.543000000000000000e+03
1.488000000000000000e+03,1.678000000000000000e+03
1.382000000000000000e+03,1.578000000000000000e+03
1.398000000000000000e+03,1.612000000000000000e+03
1.399000000000000000e+03,1.598000000000000000e+03
1.378000000000000000e+03,1.590000000000000000e+03
1.369000000000000000e+03,1.564000000000000000e+03
1.329000000000000000e+03,1.561000000000000000e+03
1.412000000000000000e+03,1.642000000000000000e+03
1.381000000000000000e+03,1.603000000000000000e+03
1.366000000000000000e+03,1.604000000000000000e+03
1.313000000000000000e+03,1.525000000000000000e+03
1.298000000000000000e+03,1.535000000000000000e+03
1.337000000000000000e+03,1.547000000000000000e+03
1.394000000000000000e+03,1.618000000000000000e+03
1.363000000000000000e+03,1.561000000000000000e+03
1.351000000000000000e+03,1.583000000000000000e+03
1.336000000000000000e+03,1.545000000000000000e+03
1.368000000000000000e+03,1.599000000000000000e+03
1.447000000000000000e+03,1.673000000000000000e+03
1.454000000000000000e+03,1.680000000000000000e+03
1.381000000000000000e+03,1.596000000000000000e+03
1.413000000000000000e+03,1.640000000000000000e+03
1.357000000000000000e+03,1.600000000000000000e+03
1.436000000000000000e+03,1.642000000000000000e+03
1.372000000000000000e+03,1.593000000000000000e+03
1.354000000000000000e+03,1.579000000000000000e+03
1.353000000000000000e+03,1.605000000000000000e+03
1.422000000000000000e+03,1.615000000000000000e+03
1.409000000000000000e+03,1.623000000000000000e+03
1.388000000000000000e+03,1.579000000000000000e+03
1.415000000000000000e+03,1.635000000000000000e+03
1.330000000000000000e+03,1.538000000000000000e+03
1.310000000000000000e+03,1.548000000000000000e+03
1.406000000000000000e+03,1.640000000000000000e+03
1.463000000000000000e+03,1.703000000000000000e+03
1.370000000000000000e+03,1.589000000000000000e+03
